position,person,personID,start,end,gender,DOB,DOD,image,enwiki
President,Ernesto Zedillo,Q298149,1994-12-01,2000-11-30,male,1951-12-27,,Ernesto Zedillo Ponce de Leon Official Photo 1999.jpg,Ernesto Zedillo
President,Vicente Fox Quesada,Q190572,2000-12-01,2006-11-30,male,1942-07-02,,Vicente Fox WEF 2003 cropped.jpg,Vicente Fox
President,Felipe Calderón,Q57269,2006-12-01,2012-12-01,male,1962-08-18,,Felipe Calderon 20090130 (cropped).jpg,Felipe Calderón
President,Enrique Peña Nieto,Q296741,2012-12-01,2018-12-01,male,1966-07-20,,Presidente Enrique Peña Nieto. Fotografía oficial.jpg,Enrique Peña Nieto
President,Andrés Manuel López Obrador,Q318508,2018-12-01,,male,1953-11-13,,Conferencia de prensa del Presidente de México - Miércoles 24 de junio de 2020 6 (cropped).jpg,Andrés Manuel López Obrador
Secretary of Agriculture,Javier Usabiaga Arroyo,Q5652484,2000-12-01,2005-09-28,male,1939-08-20,2018-09-09,Javier Usabiaga Arroyo.jpg,Javier Usabiaga Arroyo
Secretary of Agriculture,Victor Manuel Villalobos Arámbula,Q58461400,2018-12-01,,male,1950,,Víctor Manuel Villalobos 1 (cropped).jpg,Víctor Villalobos
Secretary for Communication and Transport,Jorge Arganis Díaz Leal,Q97623098,2020-07-23,,male,1943-02-19,,Jorge Arganis Díaz Leal.png,Jorge Arganis Díaz Leal
Secretary of Culture,Rafael Tovar y de Teresa,Q6098029,2015-12-21,2016-12-10,male,1954-04-06,2016-12-10,ManosAlmaOaxaca057.JPG,Rafael Tovar y de Teresa
Secretary of Culture,María Cristina García Cepeda,Q28125224,2017-01-04,2018-11-30,female,1946-08-15,,Directora-del-INBA-María-Cristina-García-Cepeda-1.jpg,
Secretary of Culture,Alejandra Frausto Guerrero,Q55386772,2018-12-01,,female,1972-03-25,,Alejandra Frausto 2019.jpg,Alejandra Frausto Guerrero
Secretary of Economy,Luis Ernesto Derbez,Q2055606,2000-12-01,2003-01-13,male,1947-04-01,,UriarteCincoMayo16.JPG,Luis Ernesto Derbez
Secretary of Economy,Fernando Canales Clariond,Q3069445,2003-01-13,2005-09-28,male,1946-07-21,,Fernando Canales.jpg,Fernando Canales Clariond
Secretary of Economy,Sergio García de Alba,Q7454273,2005-09-28,2006-11-30,male,1955,,Sergio Garcia de Alba.jpg,Sergio García de Alba
Secretary of Economy,Eduardo Sojo Garza-Aldape,Q2124776,2006-12-01,2008-08-06,male,1956-01-09,,Eduardo Sojo.jpg,Eduardo Sojo Garza-Aldape
Secretary of Economy,Gerardo Ruiz Mateos,Q597795,2008-08-06,2010-07-14,male,1965,,,Gerardo Ruiz Mateos
Secretary of Economy,Bruno Ferrari García de Alba,Q2926768,2010-07-14,2012-11-30,male,1961-10-04,,Bruno Ferrari García de Alba.jpg,
Secretary of Economy,Ildefonso Guajardo Villarreal,Q5574393,2012-12-01,2018-11-30,male,1957-04-19,,Idelfonso-Guajardo.jpg,Ildefonso Guajardo Villarreal
Secretary of Economy,Graciela Márquez Colín,Q55386771,2018-12-01,2020-12-07,female,1963,,Graciela Márquez Colín (cropped).png,Graciela Márquez Colín
Secretary of Economy,Tatiana Clouthier Carrillo,Q6139216,2020-12-07,,female,1964-08-12,,Tatiana Clouthier.png,Tatiana Clouthier
Secretary of Education,José Ángel Córdova,Q1825665,2012-03-16,2012-11-30,male,1953-08-19,,,José Ángel Córdova
Secretary of Education,Emilio Chuayffet,Q2804771,2012-12-01,2015-08-27,male,1951-10-03,,Emilio-Chuayffet.jpg,Emilio Chuayffet
Secretary of Education,Aurelio Nuño Mayer,Q10857813,2015-08-27,2017-12-06,male,1977-12-12,,Aurelio Nuño Mayer.jpg,Aurelio Nuño Mayer
Secretary of Education,Otto Granados Roldán,Q2118436,2017-12-06,2018-11-30,male,1956,,,
Secretary of Education,Esteban Moctezuma,Q2322707,2018-12-01,2021-02-15,male,1954-10-21,,Esteban Moctezuma.jpg,Esteban Moctezuma
Secretary of Education,Delfina Gómez Álvarez,Q28777890,2021-02-15,,female,1962-11-15,,Delfina Gómez (cropped).jpg,Delfina Gómez Álvarez
Secretary of Energy,Felipe Calderón,Q57269,2003-09-02,2004-06-01,male,1962-08-18,,Felipe Calderon 20090130 (cropped).jpg,Felipe Calderón
Secretary of Energy,Fernando Canales Clariond,Q3069445,2005-09-28,2006-11-30,male,1946-07-21,,Fernando Canales.jpg,Fernando Canales Clariond
Secretary of Energy,José Antonio Meade Kuribreña,Q3186168,2011-01-07,2011-09-07,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Energy,Rocío Nahle García,Q20895229,2018-12-01,,female,1964-04-14,,Norma Rocío Nahle García.jpg,Rocío Nahle García
Secretary for the Environment and Natural Resources,María Luisa Albores González,Q56781314,2020-09-02,,female,1976-07-18,,Portrait of María Luisa Albores.png,Maria Luisa Albores
Secretary of Finance and Public Credit,José Ángel Gurría,Q948143,1998-01-01,2000-11-30,male,1950-05-08,,Angel Gurria - World Economic Forum Annual Meeting 2012.jpg,José Ángel Gurría
Secretary of Finance and Public Credit,Ernesto Cordero Arroyo,Q2911565,2009-12-09,2011-09-09,male,1968-05-09,,Ernesto Cordero Arroyo (2).jpg,Ernesto Cordero Arroyo
Secretary of Finance and Public Credit,José Antonio Meade Kuribreña,Q3186168,2011-09-07,2012-11-30,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Finance and Public Credit,Luis Videgaray Caso,Q11689894,2012-12-01,2016-09-07,male,1968-08-10,,Luis-Videgaray.jpg,Luis Videgaray Caso
Secretary of Finance and Public Credit,José Antonio Meade Kuribreña,Q3186168,2016-09-07,2017-11-27,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Finance and Public Credit,Arturo Herrera Gutiérrez,Q65357425,2019-07-09,2021-07-15,male,,,Arturo Herrera Gutierrez (cropped).jpg,Arturo Herrera Gutiérrez
Secretary of Finance and Public Credit,Rogelio Ramírez de la O,Q7357736,2021-07-16,,male,1948-07-07,,Portrait of Rogelio Ramírez de la O.png,Rogelio Ramírez de la O
Secretary of Foreign Affairs,Jorge Castañeda Gutman,Q1399260,2000-12-01,2003-01-10,male,1953-05-24,,Jorge G. Castaneda - World Economic Forum on Latin America 2011.jpg,Jorge Castañeda Gutman
Secretary of Foreign Affairs,Luis Ernesto Derbez,Q2055606,2003-01-13,2006-11-30,male,1947-04-01,,UriarteCincoMayo16.JPG,Luis Ernesto Derbez
Secretary of Foreign Affairs,Patricia Espinosa,Q58082,2006-12-01,2012-11-30,female,1958-10-21,,Patricia Espinosa Cantellano (2021) (cropped).png,Patricia Espinosa
Secretary of Foreign Affairs,José Antonio Meade Kuribreña,Q3186168,2012-12-01,2015-08-27,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Foreign Affairs,Claudia Ruiz Massieu,Q5771792,2015-08-27,2017-01-04,female,1972-07-10,,CLAUDIARUIZMASSIEUSALINAS.png,Claudia Ruiz Massieu
Secretary of Foreign Affairs,Luis Videgaray Caso,Q11689894,2017-01-04,2018-11-30,male,1968-08-10,,Luis-Videgaray.jpg,Luis Videgaray Caso
Secretary of Foreign Affairs,Marcelo Ebrard,Q1396586,2018-12-01,,male,1959-10-10,,Mexican Foreign Secretary Ebrard (cropped).jpg,Marcelo Ebrard
Secretary of Government,Diódoro Carrasco Altamirano,Q2141249,1999-05-21,2000-11-30,male,1954-01-30,,,Diódoro Carrasco Altamirano
Secretary of Government,Santiago Creel,Q2241589,2000-12-01,2005-06-01,male,1954-12-11,,Santiago Creel.jpg,Santiago Creel
Secretary of Government,Carlos María Abascal Carranza,Q2171615,2005-06-01,2006-11-30,male,1949-05-14,2008-12-02,Carlos María Abascal Carranza - 2003 (cropped).jpg,Carlos Abascal
Secretary of Government,Francisco Javier Ramírez Acuña,Q982971,2006-12-01,2008-01-15,male,1963-01-11,,Francisco Ramirez Acuña.jpg,Francisco Javier Ramírez Acuña
Secretary of Government,Juan Camilo Mouriño,Q734644,2008-01-16,2008-11-04,male,1971-08-01,2008-11-04,MOURIÑO1.JPG,Juan Camilo Mouriño
Secretary of Government,Fernando Gómez Mont,Q3069480,2008-11-10,2010-07-14,male,1962-01-11,,,Fernando Gómez Mont
Secretary of Government,Francisco Blake Mora,Q982647,2010-10-14,2011-11-11,male,1966-05-22,2011-11-11,Anthony Wayne and Francisco Blake.jpg,Francisco Blake Mora
Secretary of Government,Alejandro Poiré Romero,Q616823,2011-11-17,2012-12-01,male,1971-01-15,,Alejandro Poire-USembassy.jpg,Alejandro Poiré Romero
Secretary of Government,Miguel Ángel Osorio Chong,Q3064644,2012-12-01,2018-01-10,male,1964-08-05,,Osorio Chong.jpg,Miguel Ángel Osorio Chong
Secretary of Government,Alfonso Navarrete Prida,Q5667045,2018-01-10,2018-11-30,male,1963-10-13,,Entrega de apoyos a la economía familiar de los trabajadores. (21528239464).jpg,Alfonso Navarrete Prida
Secretary of Government,Olga Sánchez Cordero,Q5099093,2018-12-01,2021-08-26,female,1947-07-16,,Olga Sánchez Cordero sen.jpg,Olga Sánchez Cordero
Secretary of Government,Adán Augusto López Hernández,Q5658653,2021-08-26,,male,1963-09-23,,Adan augusto.jpg,Adán Augusto López Hernández
Secretary of Health,José Antonio González Fernández,Q2918806,1999-11-17,2000-11-30,male,1952,,,
Secretary of Health,Julio Frenk,Q864157,2000-12-01,2006-11-30,male,1953-12-20,,Julio Frenk.jpg,Julio Frenk
Secretary of Health,José Ángel Córdova,Q1825665,2006-12-01,2011-09-09,male,1953-08-19,,,José Ángel Córdova
Secretary of Health,Salomón Chertorivski Woldenberg,Q3470085,2011-09-09,2012-11-30,male,1974-09-28,,Salomón Chertorivski Woldenberg.jpg,
Secretary of Health,Mercedes Juan López,Q6010880,2012-12-01,2016-02-08,female,1943-04-22,,Mercedes-Juan-Lopez.jpg,Mercedes Juan López
Secretary of Health,José Narro Robles,Q357704,2016-02-08,2018-11-30,male,1948-12-05,,Direc Medicina.jpg,José Narro Robles
Secretary of Health,Jorge Alcocer Varela,Q55386774,2018-12-01,,male,1946-02-08,,Jorge Carlos Alcocer Varela (cropped).jpg,Jorge Alcocer Varela
Secretary for Labour and Social Affairs,Luisa María Alcalde Luján,Q15156389,2018-12-01,,female,1987-08-24,,Luisa María Alcalde Luján 2012.jpg,Luisa María Alcalde Luján
Secretary of National Defense,Enrique Cervantes Aguirre,Q2889217,1994-12-01,2000-11-30,male,1935-01-20,,"Gen. Enrique Cervantes escorted by William Cohen, 2000.jpg",
Secretary of National Defense,Gerardo Clemente Ricardo Vega García,Q2380760,2000-12-01,2006-11-30,male,1940-03-28,,Clemente Vega Garcia.jpg,Gerardo Clemente Vega
Secretary of National Defense,Guillermo Galván Galván,Q2646393,2006-12-01,2012-11-30,male,1943-01-19,,"Guillermo Galvan Galvan at Mexico-Canada-USA meeting, Ottawa, 2012-03-27.jpg",Guillermo Galván Galván
Secretary of National Defense,Salvador Cienfuegos,Q6117660,2012-12-01,2018-11-30,male,1948-06-14,,General-Cienfuegos.jpg,Salvador Cienfuegos
Secretary of National Defense,Luis Cresencio Sandoval,Q59868274,2018-12-01,,male,1960-02-07,,General Luis Cresencio Sandoval González.png,Luis Cresencio Sandoval
Secretary of Navy,José Ramón Lorenzo Franco,Q5400091,1994-12-01,2000-11-30,male,1953,,,
Secretary of Navy,Marco Antonio Peyrot González,Q5996246,2000-12-01,2006-11-30,male,1940-06-10,,Marco Antonio Peyrot.jpg,
Secretary of Navy,Mariano Francisco Saynez Mendoza,Q2042859,2006-12-01,2012-11-30,male,1942-09-20,2020-11-04,Mariano Francisco Saynez Mendoza.jpg,Mariano Francisco Saynez Mendoza
Secretary of Navy,Vidal Francisco Soberón Sanz,Q6161700,2012-12-01,2018-11-30,male,1953-05-17,,Almirante-Vidal-Soberon.jpg,Vidal Francisco Soberón Sanz
Secretary of Navy,José Rafael Ojeda Durán,Q58336815,2018-12-01,,male,1954-02-03,,Amlo13-640x263.png,José Rafael Ojeda Durán
Secretary for Public Service,Roberto Salcedo Aquino,Q107311725,2021-06-21,,male,1943-11-26,,Portrait of Roberto Salcedo Aquino.jpg,Roberto Salcedo Aquino
Secretary of Security and Citizen Protection,Rosa Icela Rodríguez,Q64438288,2020-10-30,,female,1959,,Rosa Icela Rodríguez (cropped).jpg,
Secretary of Tourism,Claudia Ruiz Massieu,Q5771792,2012-12-01,2015-08-27,female,1972-07-10,,CLAUDIARUIZMASSIEUSALINAS.png,Claudia Ruiz Massieu
Secretary of Tourism,Miguel Torruco Marqués,Q19521973,2018-12-05,,male,1951-09-19,,Miguel Torruco Marqués.jpg,Miguel Torruco Marqués
Secretary for Urban Development,Román Meyer Falcón,Q58338863,2018-12-01,,male,1983-08-11,,Román Meyer Falcón.jpg,Román Meyer Falcón
Secretary of Welfare,José Antonio Meade Kuribreña,Q3186168,2015-08-28,2016-09-06,male,1969-02-27,,Jose-Antonio-Meade.jpg,José Antonio Meade
Secretary of Welfare,Javier May Rodríguez,Q87098259,2020-09-02,2022-01-11,male,1966-05-05,,Senador Javier May Rodríguez.jpg,Javier May Rodríguez
Secretary of Welfare,Ariadna Montiel Reyes,Q63857028,2022-01-11,,female,,,Ariadna-montiel.jpg,
Attorney General,Raúl Cervantes Andrade,Q6101115,2016-10-26,2017-10-16,male,1963-06-03,,,Raúl Cervantes Andrade
Attorney General,Alejandro Gertz Manero,Q1500199,2019-01-18,,male,1939-10-31,,Alejandro Gertz.jpg,Alejandro Gertz Manero
President of the Chamber of Deputies,Manlio Fabio Beltrones Rivera,Q2355497,2004-09-01,2005-08-31,male,1952-08-30,,Manlio Fabio Beltrones.jpg,Manlio Fabio Beltrones
President of the Chamber of Deputies,José González Morfin,Q5940123,2014-03-06,2014-08-31,male,1954-07-25,,,José González Morfin
President of the Chamber of Deputies,Sergio Gutiérrez Luna,Q85268444,2021-09-01,,male,1976-07-12,,Potrait of Sergio Gutiérrez Luna.jpg,Sergio Gutiérrez Luna
President of the Senate,Enrique Jackson,Q2313196,2000-09-01,2001-08-31,male,1945-12-24,2021-12-01,Enrique Jackson.jpg,Enrique Jackson
President of the Senate,Diego Fernández de Cevallos,Q2108989,2001-09-01,2002-08-31,male,1941-03-16,,Diego Fernandez de Cevallos.jpg,Diego Fernández de Cevallos
President of the Senate,Enrique Jackson,Q2313196,2002-09-01,2004-08-31,male,1945-12-24,2021-12-01,Enrique Jackson.jpg,Enrique Jackson
President of the Senate,Diego Fernández de Cevallos,Q2108989,2004-09-01,2005-08-31,male,1941-03-16,,Diego Fernandez de Cevallos.jpg,Diego Fernández de Cevallos
President of the Senate,Enrique Jackson,Q2313196,2005-09-01,2006-08-31,male,1945-12-24,2021-12-01,Enrique Jackson.jpg,Enrique Jackson
President of the Senate,Manlio Fabio Beltrones Rivera,Q2355497,2006-09-01,2007-08-31,male,1952-08-30,,Manlio Fabio Beltrones.jpg,Manlio Fabio Beltrones
President of the Senate,Santiago Creel,Q2241589,2007-09-01,2008-08-31,male,1954-12-11,,Santiago Creel.jpg,Santiago Creel
President of the Senate,Carlos Navarrete Ruiz,Q5751134,2009-09-01,2010-08-31,male,1955-09-26,,,Carlos Navarrete Ruiz
President of the Senate,Manlio Fabio Beltrones Rivera,Q2355497,2010-09-01,2011-08-31,male,1952-08-30,,Manlio Fabio Beltrones.jpg,Manlio Fabio Beltrones
President of the Senate,José González Morfin,Q5940123,2011-09-01,2012-08-31,male,1954-07-25,,,José González Morfin
President of the Senate,Ernesto Cordero Arroyo,Q2911565,2012-09-01,2013-08-31,male,1968-05-09,,Ernesto Cordero Arroyo (2).jpg,Ernesto Cordero Arroyo
President of the Senate,Raúl Cervantes Andrade,Q6101115,2013-09-01,2014-08-31,male,1963-06-03,,,Raúl Cervantes Andrade
President of the Senate,Miguel Barbosa Huerta,Q6013951,2014-09-01,2015-08-31,male,1959-09-30,,Miguel Barbosa (cropped).jpg,Miguel Barbosa Huerta
President of the Senate,Roberto Gil Zuarth,Q6109764,2015-09-01,2016-08-31,male,1977-10-10,,Roberto Gil Zuarth.jpg,Roberto Gil Zuarth
President of the Senate,Pablo Escudero Morales,Q26745937,2016-09-01,2017-08-31,male,1973-07-06,,,Pablo Escudero Morales
President of the Senate,Ernesto Cordero Arroyo,Q2911565,2017-09-01,2018-08-31,male,1968-05-09,,Ernesto Cordero Arroyo (2).jpg,Ernesto Cordero Arroyo
President of the Senate,Martí Batres,Q5475632,2018-09-01,2019-08-31,male,1967-01-26,,Martí Batres Guadarrama (cropped).JPG,Martí Batres
President of the Senate,Mónica Fernández Balboa,Q18378698,2019-09-01,2020-08-31,female,1966-07-04,,Foto Perfil Mónica Fernández Balboa.jpg,Mónica Fernández Balboa
President of the Senate,Oscar Eduardo Ramírez Aguilar,Q16216731,2020-09-01,2021-08-31,male,1977-10-13,,Oscar Eduardo Ramirez Aguilar (cropped).jpg,Oscar Eduardo Ramírez Aguilar
President of the Senate,Olga Sánchez Cordero,Q5099093,2021-09-01,,female,1947-07-16,,Olga Sánchez Cordero sen.jpg,Olga Sánchez Cordero
Governor of the Bank of Mexico,Guillermo Ortiz Martínez,Q911058,1998-01-01,2009-12-31,male,1948-07-21,,Guillermo Ortiz.jpg,Guillermo Ortiz Martínez
Governor of the Bank of Mexico,Agustín Carstens,Q399129,2010-01-01,2017-11-30,male,1958-06-09,,ACC-20Foto 20-01.jpg,Agustín Carstens
Governor of the Bank of Mexico,Alejandro Díaz de León,Q44178650,2017-12-01,2021-12-31,male,1969-12-01,,Alejandro Díaz de León.jpg,
Governor of the Bank of Mexico,Victoria Rodríguez Ceja,Q109911726,2022-01-01,,female,,,Victoria Rodríguez Ceja.jpg,
Governor of Baja California,Alejandro González Alcocer,Q4714555,1998-10-07,2001-10-31,male,1951-04-24,,,Alejandro González Alcocer
Governor of Baja California,Eugenio Elorduy Walther,Q5408273,2001-11-01,2007-10-31,male,1940-11-21,,,Eugenio Elorduy Walther
Governor of Baja California,José Guadalupe Osuna Millán,Q1047419,2007-11-01,2013-10-31,male,1955-12-10,,José Guadalupe Osuna Millán.jpg,José Guadalupe Osuna Millán
Governor of Baja California,Francisco Vega de Lamadrid,Q5867703,2013-11-01,2019-10-31,male,1955-05-22,,"Encuentro con el Gobernador electo de Baja California, Francisco Vega de Lamadrid.jpg",Francisco Vega de Lamadrid
Governor of Baja California,Jaime Bonilla Valdez,Q16144704,2019-11-01,,male,1950-06-09,,Jaime Bonilla Valdez.jpg,Jaime Bonilla Valdez
Governor of Campeche,Alejandro Moreno Cárdenas,Q5665275,2015-09-16,2019-06-13,male,1975-04-25,,"Reunión con el Gobernador Electo del Estado de Campeche, Alejandro Moreno Cárdenas.jpg",Alejandro Moreno Cárdenas
Governor of Chihuahua,Javier Corral Jurado,Q5927621,2016-10-04,,male,1966-08-02,,Javier Corral (2).jpg,Javier Corral Jurado
Governor of Guanajuato,Diego Rodríguez Vallejo,Q16221142,2018-09-26,,male,1980-11-15,,DiegoSinhueOficialhalf.jpg,Diego Sinhué Rodríguez Vallejo
Governor of Puebla,José Antonio Gali Fayad,Q5937822,2017-02-01,2018-12-13,male,1959-11-25,,Tony Gali Plataforma de Empleo (5).jpg,José Antonio Gali Fayad
Governor of Puebla,Martha Érika Alonso Hidalgo,Q55357013,2018-12-14,2018-12-24,female,1973-12-17,2018-12-24,Martha Erika Alonso de Moreno Valle.jpg,Martha Érika Alonso
Governor of Puebla,Guillermo Pacheco Pulido,Q60777570,2019-01-21,2019-07-31,male,1933-02-08,,,Guillermo Pacheco Pulido
Governor of Puebla,Miguel Barbosa Huerta,Q6013951,2019-08-01,,male,1959-09-30,,Miguel Barbosa (cropped).jpg,Miguel Barbosa Huerta
Governor of Quintana Roo,Roberto Borge Angulo,Q3436851,2011-04-05,2016-09-24,male,1979-12-29,,Gobernador Roberto Borge Angulo.jpg,Roberto Borge Angulo
Governor of Tabasco,Arturo Nunez Jimenez,Q5707383,2013-01-01,2018-12-31,male,1948-01-23,,ARTURO NUNEZ CORBATA AMARILLA TRAJE.jpg,Arturo Núñez Jiménez
Governor of Yucatán,Patricio Patrón Laviada,Q525126,2001-08-01,2007-07-31,male,1957-12-17,,Patricio Patron Laviada.jpg,Patricio Patrón Laviada
Governor of Yucatán,Mauricio Vila Dosal,Q19548254,2018,,male,1980-03-30,,Mauricio Vila Dosal (cropped).jpg,Mauricio Vila Dosal
Governor of the State of Mexico,Enrique Peña Nieto,Q296741,2005-09-16,2011-09-16,male,1966-07-20,,Presidente Enrique Peña Nieto. Fotografía oficial.jpg,Enrique Peña Nieto
Governor of the State of Mexico,Eruviel Ávila Villegas,Q1959611,2011-09-16,2017-09-15,male,1969-05-01,,Eruviel gobernador.jpg,Eruviel Ávila Villegas
Governor of the State of Mexico,Alfredo del Mazo Maza,Q5668133,2015-09-05,,male,1978-12-05,,Alfredo del Mazo Maza en 2017.jpg,Alfredo del Mazo Maza
Head of Mexico City government,Rosario Robles,Q2737753,1999-09-29,2000-12-04,female,1956-02,,Rosario-Robles.jpg,Rosario Robles
Head of Mexico City government,Andrés Manuel López Obrador,Q318508,2000-12-05,2005,male,1953-11-13,,Conferencia de prensa del Presidente de México - Miércoles 24 de junio de 2020 6 (cropped).jpg,Andrés Manuel López Obrador
Head of Mexico City government,Marcelo Ebrard,Q1396586,2006-12-05,2012-12-04,male,1959-10-10,,Mexican Foreign Secretary Ebrard (cropped).jpg,Marcelo Ebrard
Head of Mexico City government,Miguel Ángel Mancera Espinosa,Q195398,2012,2018,male,1966-01-16,,"Miguel Ángel Mancera, jefe de gobierno de la Ciudad de México - 2.jpg",Miguel Ángel Mancera
Head of Mexico City government,José Ramón Amieva Gálvez,Q28367149,2018,,male,1972-08-30,,José Ramón Amieva en 2020.jpg,
Head of Mexico City government,Claudia Sheinbaum,Q5771800,2018-12-05,,female,1962-06-24,,Claudia Sheinbaum.jpg,Claudia Sheinbaum
ambassador to Andorra,Roberta Lajous,Q58365077,2013,2017,female,1954-02-06,,Roberta Lajous Vargas (30696253417).jpg,
ambassador to Austria,Patricia Espinosa,Q58082,2002-06-06,2006-11-30,female,1958-10-21,,Patricia Espinosa Cantellano (2021) (cropped).png,Patricia Espinosa
ambassador to China,Jorge Guajardo,Q1703806,2007,2013,male,1969-10-12,,Jorge Guajardo (49557140816) (cropped).jpg,Jorge Guajardo
ambassador to Germany,Patricia Espinosa,Q58082,2013-09-06,2016-07-07,female,1958-10-21,,Patricia Espinosa Cantellano (2021) (cropped).png,Patricia Espinosa
ambassador to Hungary,Rosario A. Molinero,Q58437073,2021-12,,female,1956-10-06,,Rosario Asela Molinero Molinero (30696253567).jpg,
ambassador to Poland,Ráphael Steger Cataño,Q1508478,2007-09-10,2009,male,1950,,,
ambassador to Spain,Francisco Javier Ramírez Acuña,Q982971,2012-04,2013-10-15,male,1963-01-11,,Francisco Ramirez Acuña.jpg,Francisco Javier Ramírez Acuña
ambassador to Ukraine,Francisco José Cruz González,Q432247,2001,2005,male,1945,,,
ambassador to Ukraine,,Q30958584,2005,2009,male,1956-08-10,,,
ambassador to Ukraine,Berenice Randon Talaver,Q12082221,2009,2014,female,1957,,,
ambassador to Ukraine,María Luisa Beatriz López Gargallo,Q30958557,2014,,female,1954-06-20,,María Luisa Beatriz López Gargallo (43819245420).jpg,
ambassador United Kingdom,Santiago Oñate Laborde,Q1415974,1997-04-04,2001-02-20,male,1949,,,Santiago Oñate Laborde
ambassador United Kingdom,Alma Rosa Moreno Razo,Q110915425,2001-01-30,2004,female,,,,
ambassador United Kingdom,Juan José Bremer,Q5950176,2004-01-08,2009-11-12,male,1944-03-22,,,
ambassador United Kingdom,Eduardo Medina Mora,Q585491,2009-12-12,2013-01-09,male,1957-01-30,,Eduardo Medina-Mora Icaza (cropped).jpg,Eduardo Medina-Mora Icaza
ambassador United Kingdom,Diego Gómez Pickering,Q55074790,2013-12-03,2016-04-20,male,1977-11-06,,,Diego Gómez Pickering
ambassador United Kingdom,Julián Ventura Valero,Q24263691,2017-03-07,2018-12-15,male,1966-05-15,,Julian Ventura.jpg,Julián Ventura Valero
ambassador United Kingdom,Aureny Aguirre O. Sunza,Q110915429,2018-12-16,2021-04-22,female,,,,
ambassador United Kingdom,Josefa González-Blanco Ortiz-Mena,Q57086668,2021-03-18,,female,1965-03-09,,Josefa González-Blanco Ortiz-Mena (retrato).jpg,Josefa González Blanco Ortiz Mena
